Tipo de información,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles,Niveles
Fecha,cetes_28,cetes_91,cetes_182,cetes_364,bonos_0_3,bonos_3_5,bonos_5_7,bonos_7_10,bonos_10_20,bonos_20_30,udibonos_3y,udibonos_10y,udibonos_20y,udibonos_30y
27/06/2012,4.3214,4.374721,4.471958,4.586305,6,6.25,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
28/06/2012,4.243963,4.388158,4.479177,4.585726,6,6.25,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
29/06/2012,4.243462,4.387606,4.478634,4.585136,6,6.25,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
02/07/2012,4.382718,4.365577,4.476963,4.583388,6,6.25,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
03/07/2012,4.060507,4.385477,4.486852,4.571906,6,6.25,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
04/07/2012,4.26103,4.395127,4.486281,4.560436,6,6.25,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
05/07/2012,4.364724,4.377927,4.464857,4.527207,8,6.25,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
06/07/2012,4.444768,4.397826,4.47473,4.537513,8,6.25,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
09/07/2012,4.392827,4.396215,4.473062,4.546675,8,6.25,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
10/07/2012,4.342029,4.405909,4.472499,4.546102,8,6.25,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
11/07/2012,4.39181,4.425784,4.471958,4.556398,8,6.25,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
12/07/2012,4.163467,4.42905,4.510563,4.544945,8,6.25,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
13/07/2012,4.17302,4.428492,4.509998,4.544373,8,6.25,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
16/07/2012,4.181625,4.437088,4.508304,4.542656,8,6.25,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
17/07/2012,4.201177,4.416083,4.507739,4.563795,8,6.25,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
18/07/2012,4.220896,4.43599,4.507175,4.563213,8,6.25,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
19/07/2012,4.203714,4.439244,4.49617,4.540941,8,6.25,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
20/07/2012,4.233399,4.438715,4.506046,4.551214,8,5,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
23/07/2012,4.211793,4.426858,4.504355,4.571159,8,5,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
24/07/2012,4.171121,4.446735,4.503791,4.570584,8,5,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
25/07/2012,4.160533,4.43599,4.513646,4.570009,8,5,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
26/07/2012,4.103038,4.42905,4.521034,4.572022,8,5,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
27/07/2012,4.092523,4.438715,4.520462,4.57144,8,5,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
30/07/2012,4.101233,4.437088,4.518745,4.558762,8,5,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
31/07/2012,4.060507,4.354833,4.539088,4.569114,8,5,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
01/08/2012,4.039986,4.415579,4.528073,4.568533,8,5,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
02/08/2012,4.092945,4.367695,4.517052,4.567953,8,5,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
03/08/2012,4.092523,4.377385,4.506046,4.567372,8,5,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
06/08/2012,4.091128,4.314536,4.504355,4.576552,8,5,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
07/08/2012,4.070576,4.27318,4.503791,4.565061,8,5,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
08/08/2012,4.07008,4.262476,4.503228,4.564481,8,5,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
09/08/2012,4.07289,4.306359,4.510563,4.563901,8,5,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
10/08/2012,4.0724,4.305857,4.520462,4.574233,8,5,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
13/08/2012,4.201687,4.334943,4.518745,4.561594,8,5,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
14/08/2012,4.201177,4.334406,4.518195,4.561015,8,5,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
15/08/2012,4.250997,4.344114,4.517623,4.560436,8,5,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
16/08/2012,4.304405,4.357464,4.517052,4.581631,8,5,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
17/08/2012,4.303848,4.346727,4.51648,4.581053,8,5,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
20/08/2012,4.352543,4.334943,4.514788,4.579308,8,5,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
21/08/2012,4.271678,4.314024,4.503791,4.57872,8,5,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
22/08/2012,4.301331,4.333913,4.503228,4.567269,8,5,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
23/08/2012,4.243963,4.306359,4.500093,4.55582,8,5,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
24/08/2012,4.313912,4.27521,4.489074,4.566103,8,5,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
27/08/2012,4.382718,4.263466,4.476963,4.55351,8,5,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
28/08/2012,4.412386,4.27318,4.476399,4.552933,8,5,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
29/08/2012,4.281098,4.303269,4.486281,4.552356,8,5,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
30/08/2012,4.435276,4.296172,4.475293,4.540941,8,5,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
31/08/2012,4.444768,4.305857,4.47473,4.540358,8,5,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
03/09/2012,4.463291,4.232847,4.473062,4.560327,8,5,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
04/09/2012,4.402312,4.242553,4.472499,4.548909,8,5,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
05/09/2012,4.452025,4.252278,4.471958,4.559164,8,5,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
06/09/2012,4.324468,4.245082,4.500093,4.558594,8,5,N/E,6.5,7.75,7.75,4.5,2.5,N/E,4
07/09/2012,4.474969,4.234355,4.509998,4.59051,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
10/09/2012,4.453181,4.232847,4.52921,4.599579,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
11/09/2012,4.342029,4.324194,4.518195,4.609821,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
12/09/2012,4.351505,4.323713,4.538523,4.620055,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
13/09/2012,4.324468,4.275718,4.50661,4.597821,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
14/09/2012,4.313912,4.27521,4.506046,4.575604,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
17/09/2012,4.262026,4.273688,4.504355,4.56305,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
18/09/2012,4.181192,4.242553,4.482944,4.562477,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
19/09/2012,4.180599,4.231885,4.471958,4.5727,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
20/09/2012,4.113131,4.275718,4.521034,4.615819,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
21/09/2012,4.122708,4.27521,4.509998,4.615228,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
24/09/2012,4.111187,4.273688,4.508304,4.60251,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
25/09/2012,4.110698,4.252762,4.518195,4.601925,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
26/09/2012,4.200829,4.262476,4.507175,4.601339,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
27/09/2012,4.304405,4.296172,4.517052,4.61168,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
28/09/2012,4.404502,4.346727,4.51648,4.61109,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
01/10/2012,4.423004,4.375803,4.514788,4.620249,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
02/10/2012,4.211248,4.303813,4.524643,4.619654,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
03/10/2012,4.351505,4.354316,4.524087,4.619058,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
04/10/2012,4.243963,4.347234,4.500093,4.618463,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
05/10/2012,4.243462,4.316074,4.499535,4.628791,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
08/10/2012,4.443072,4.406443,4.497863,4.616096,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
09/10/2012,4.171121,4.314024,4.507739,4.626414,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
10/10/2012,4.170566,4.313469,4.496727,4.625815,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
11/10/2012,4.304405,4.357464,4.49617,4.625227,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
12/10/2012,4.303848,4.346727,4.485161,4.624627,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
15/10/2012,4.292197,4.334943,4.493923,4.622842,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
16/10/2012,4.231391,4.395693,4.482944,4.633144,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
17/10/2012,4.230929,4.395127,4.482373,4.610775,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
18/10/2012,4.233868,4.388158,4.531485,4.610182,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
19/10/2012,4.233399,4.377385,4.530927,4.59872,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
22/10/2012,4.231855,4.385988,4.518745,4.596958,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
23/10/2012,4.221319,4.385477,4.549547,4.60723,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
24/10/2012,4.230929,4.405331,4.548975,4.60665,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
25/10/2012,4.223773,4.418816,4.548381,4.606058,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
26/10/2012,4.223335,4.448938,4.568707,4.638042,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
29/10/2012,4.292197,4.477926,4.566968,4.668823,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
30/10/2012,4.321883,4.487613,4.597701,4.700806,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
31/10/2012,4.301331,4.497233,4.607541,4.711049,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
01/11/2012,4.334564,4.500621,4.615239,4.732165,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
05/11/2012,4.342586,4.49839,4.612855,4.729672,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
06/11/2012,4.221319,4.497833,4.643661,4.739908,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
07/11/2012,4.240963,4.507485,4.643065,4.728432,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
08/11/2012,4.243963,4.459715,4.59019,4.68445,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
09/11/2012,4.26359,4.448938,4.589609,4.683841,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
12/11/2012,4.262026,4.447275,4.587847,4.682013,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
13/11/2012,4.301738,4.456954,4.618571,4.724704,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
14/11/2012,4.291297,4.456402,4.617991,4.713263,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
15/11/2012,4.334564,4.490384,4.636183,4.725486,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
16/11/2012,4.38437,4.469387,4.635572,4.724864,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
20/11/2012,4.382165,4.456954,4.643661,4.722386,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
21/11/2012,4.431953,4.466609,4.653505,4.743692,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
22/11/2012,4.455343,4.449479,4.652923,4.743071,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
23/11/2012,4.434701,4.448938,4.652319,4.753412,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
26/11/2012,4.392827,4.396215,4.650509,4.740576,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
27/11/2012,4.301738,4.365047,4.62903,4.739944,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
28/11/2012,4.351505,4.364518,4.62842,4.72838,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
29/11/2012,4.304405,4.337045,4.636183,4.716817,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
30/11/2012,4.344107,4.346727,4.572776,4.66155,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
03/12/2012,4.332478,4.345167,4.55012,4.648823,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
04/12/2012,4.251534,4.303813,4.518195,4.604602,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
05/12/2012,4.271064,4.272673,4.517623,4.59311,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
06/12/2012,4.243963,4.296172,4.50661,4.592526,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
07/12/2012,4.243462,4.295641,4.485161,4.581053,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
10/12/2012,4.131398,4.202233,4.493923,4.611961,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
11/12/2012,4.301738,4.22218,4.493367,4.600483,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
13/12/2012,4.354757,4.194005,4.468731,4.599307,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
14/12/2012,4.364238,4.162878,4.447258,4.587842,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
17/12/2012,4.402936,4.141017,4.445611,4.596958,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
18/12/2012,3.929772,4.089567,4.403303,4.574648,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
19/12/2012,3.949546,4.078913,4.413207,4.574072,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
20/12/2012,4.29431,4.102108,4.423098,4.562631,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
21/12/2012,4.283719,4.132252,4.42255,4.540358,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
24/12/2012,3.970482,4.171622,4.431352,4.527807,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
26/12/2012,3.959576,4.170675,4.409423,4.526676,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
27/12/2012,3.921913,4.203719,4.395557,4.526099,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
28/12/2012,3.911441,4.20321,4.395009,4.525534,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
31/12/2012,4.060965,4.242553,4.487402,4.556283,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
02/01/2013,4.301331,4.292583,4.475836,4.555134,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
03/01/2013,4.354757,4.285945,4.485731,4.565367,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
04/01/2013,4.404502,4.285426,4.485161,4.553973,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
07/01/2013,4.453181,4.29409,4.473062,4.56305,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
08/01/2013,4.462758,4.293601,4.472499,4.551678,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
09/01/2013,4.271064,4.303269,4.471958,4.551099,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
10/01/2013,4.304405,4.306359,4.458266,4.539187,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
11/01/2013,4.404502,4.316074,4.457716,4.549555,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
14/01/2013,4.453181,4.314536,4.445611,4.525975,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
15/01/2013,4.140909,4.293601,4.445069,4.525403,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
16/01/2013,4.36154,4.272673,4.434086,4.513918,8,5,N/E,6.5,7.75,7.75,4.5,2,N/E,4
17/01/2013,4.404983,4.285945,4.433531,4.513352,6.25,5,N/E,6.5,7.75,7.75,5,2,N/E,4
18/01/2013,4.434701,4.264996,4.401702,4.447356,6.25,5,N/E,6.5,7.75,7.75,5,2,N/E,4
21/01/2013,4.463291,4.253288,4.368818,4.358646,6.25,5,N/E,6.5,7.75,7.75,5,2,N/E,4
22/01/2013,4.301738,4.262971,4.399548,4.423386,6.25,5,N/E,6.5,7.75,7.75,5,2,N/E,4
23/01/2013,4.411881,4.272673,4.388586,4.368463,6.25,5,N/E,6.5,7.75,7.75,5,2,N/E,4
24/01/2013,4.435276,4.316587,4.374662,4.367931,6.25,5,N/E,6.5,7.75,7.75,5,2,N/E,4
25/01/2013,4.454835,4.305857,4.374129,4.3674,6.25,5,N/E,6.5,7.75,7.75,5,2,N/E,4
28/01/2013,4.453181,4.304313,4.393406,4.376675,6.25,5,N/E,6.5,7.75,7.75,5,2,N/E,4
29/01/2013,4.342029,4.324194,4.361575,4.365288,6.25,5,N/E,6.5,7.75,7.75,5,2,N/E,4
30/01/2013,4.441989,4.303269,4.350616,4.364758,6.25,5,N/E,6.5,7.75,7.75,5,2,N/E,4
31/01/2013,4.264153,4.285945,4.370949,4.364227,6.25,5,N/E,6.5,7.75,7.75,5,2,N/E,4
01/02/2013,4.243462,4.295641,4.370416,4.363697,6.25,5,N/E,6.5,7.75,7.75,5,2,N/E,4
05/02/2013,4.221319,4.252762,4.284978,4.30743,6.25,5,N/E,6.5,7.75,7.75,5,2,N/E,4
06/02/2013,4.311366,4.231885,4.284483,4.317737,6.25,5,N/E,6.5,7.75,7.75,5,2,N/E,4
07/02/2013,4.404983,4.265492,4.332887,4.349692,6.25,5,N/E,6.5,7.75,7.75,5,2,N/E,4
08/02/2013,4.394436,4.264996,4.353232,4.349168,6.25,5,N/E,6.5,7.75,7.75,5,2,N/E,4
11/02/2013,4.443072,4.273688,4.351653,4.358413,6.25,5,N/E,6.5,7.75,7.75,5,2,N/E,4
12/02/2013,4.331956,4.252762,4.278126,4.314628,6.25,5,N/E,6.5,7.75,7.75,5,2,N/E,4
13/02/2013,4.371575,4.221646,4.246366,4.249318,6.25,5,N/E,6.5,7.75,7.75,5,2,N/E,4
14/02/2013,4.395015,4.21441,4.204206,4.227236,6.25,5,N/E,6.5,7.75,7.75,5,2,N/E,4
15/02/2013,4.454835,4.183297,4.214128,4.226734,6.25,5,N/E,6.5,7.75,7.75,5,2,N/E,4
18/02/2013,4.453181,4.212451,4.212641,4.236023,6.25,5,N/E,6.5,7.75,7.75,5,2,N/E,4
19/02/2013,4.191263,4.171148,4.212153,4.224753,6.25,5,N/E,6.5,7.75,7.75,5,2,N/E,4
20/02/2013,4.401846,4.180868,4.211666,4.235034,6.25,5,N/E,6.5,7.75,7.75,5,2,N/E,4
21/02/2013,4.264153,4.183783,4.228503,4.234528,6.25,5,N/E,6.5,7.75,7.75,5,2,N/E,4
22/02/2013,4.253526,4.162878,4.186298,4.190969,6.25,5,N/E,6.5,7.75,7.75,5,2,N/E,4
25/02/2013,4.191731,4.151232,4.184831,4.168006,6.25,5,N/E,6.5,7.75,7.75,5,2,N/E,4
26/02/2013,4.211248,4.181354,4.173941,4.178273,6.25,5,N/E,6.5,7.75,7.75,5,2,N/E,4
27/02/2013,4.180599,4.180868,4.183854,4.199285,6.25,5,N/E,6.5,7.75,7.75,5,2,N/E,4
28/02/2013,4.13277,4.112326,4.193796,4.198795,6.25,5,N/E,6.5,7.75,7.75,5,2,N/E,4
01/03/2013,4.12219,4.091426,4.182898,4.198305,6.25,5,N/E,6.5,7.75,7.75,5,2,N/E,4
04/03/2013,4.090715,4.090031,4.191835,4.196837,6.25,5,N/E,6.5,7.75,7.75,5,2,N/E,4
05/03/2013,4.060049,4.099768,4.180945,4.185614,6.25,5,N/E,6.5,7.75,7.75,5,2,N/E,4
06/03/2013,4.059591,4.078913,4.180457,4.195859,6.25,5,N/E,6.5,7.75,7.75,5,2,N/E,4
07/03/2013,4.052706,4.071458,4.134657,4.136023,6.25,5,N/E,6.5,7.75,7.75,5,2,N/E,4
08/03/2013,4.032157,4.019999,4.061277,4.070479,6.25,5,N/E,6.5,7.75,7.75,5,2,N/E,4
11/03/2013,4.010745,4.028848,4.059897,4.079933,6.25,5,N/E,6.5,7.75,7.75,5,2,N/E,4
12/03/2013,4.00025,4.018214,4.049041,4.057819,6.25,5,N/E,6.5,7.75,7.75,5,2,N/E,4
13/03/2013,4.009729,3.987191,4.038179,4.035711,6.25,5,N/E,6.5,7.75,7.75,5,2,N/E,4
14/03/2013,3.982325,3.938817,4.048121,4.035267,6.25,5,N/E,6.5,7.75,7.75,5,2,N/E,4
15/03/2013,3.991916,3.928202,4.026887,4.034812,6.25,5,N/E,6.5,7.75,7.75,5,2,N/E,4
19/03/2013,3.949908,3.936691,4.035463,4.0222,6.25,5,N/E,6.5,7.75,7.75,5,2,N/E,4
20/03/2013,3.969606,3.936232,4.035011,4.032551,6.25,5,N/E,6.5,7.75,7.75,5,2,N/E,4
21/03/2013,4.002378,3.938817,4.030477,4.021301,6.25,5,N/E,6.5,7.75,7.75,5,2,N/E,4
22/03/2013,4.001976,3.948598,4.030031,4.042448,6.25,5,N/E,6.5,7.75,7.75,5,2,N/E,4
25/03/2013,3.960379,3.967683,4.04948,4.041082,6.25,5,N/E,6.5,7.75,7.75,5,2,N/E,4
26/03/2013,3.949908,3.957037,4.038632,4.083806,6.25,5,N/E,6.5,7.75,7.75,5,2,N/E,4
27/03/2013,3.94244,3.939275,4.038179,4.083339,6.25,5,N/E,6.5,7.75,7.75,5,2,N/E,4
01/04/2013,3.950427,3.937107,4.046303,4.081029,6.25,5,N/E,6.5,7.75,7.75,5,2,N/E,4
02/04/2013,3.839325,3.936691,4.025084,4.102131,6.25,5,N/E,6.5,7.75,7.75,5,2,N/E,4
03/04/2013,3.859116,3.936232,4.045384,4.090886,6.25,5,N/E,6.5,7.75,7.75,5,2,N/E,4
04/04/2013,3.851546,3.91844,4.030477,4.103476,6.25,5,N/E,8,7.75,7.75,5,2,N/E,4
05/04/2013,3.841033,3.918005,4.030031,4.092162,6.25,5,N/E,8,7.75,7.75,5,2,N/E,4
08/04/2013,3.839754,3.91674,4.028692,4.090767,6.25,5,N/E,8,7.75,7.75,5,2,N/E,4
09/04/2013,3.809283,3.89592,4.007434,4.057819,6.25,5,N/E,8,7.75,7.75,5,2,N/E,4
10/04/2013,3.899233,3.915869,3.986208,4.046537,6.25,5,N/E,8,7.75,7.75,5,2,N/E,4
11/04/2013,3.911823,3.91844,3.985748,4.035267,6.25,5,N/E,8,7.75,7.75,5,2,N/E,4
12/04/2013,3.971796,3.918005,3.974927,4.023998,6.25,5,N/E,8,7.75,7.75,5,2,N/E,4
15/04/2013,3.950427,3.926902,3.963231,4.03346,6.25,5,N/E,8,7.75,7.75,5,2,N/E,4
16/04/2013,3.779085,3.885729,3.942041,3.989808,6.25,5,N/E,8,7.75,7.75,5,2,N/E,4
17/04/2013,3.788752,3.895508,3.910501,3.97857,6.25,5,N/E,8,7.75,7.75,5,2,N/E,4
18/04/2013,3.781058,3.847037,3.895221,3.956561,6.25,5,N/E,8,7.75,7.75,5,2,N/E,4
19/04/2013,3.871207,3.846639,3.853231,3.934559,6.25,5,N/E,8,7.75,7.75,5,2,N/E,4
22/04/2013,3.88001,3.835206,3.841619,3.933273,6.25,5,N/E,8,7.75,7.75,5,2,N/E,4
23/04/2013,3.789151,3.773697,3.851582,3.943617,6.25,5,N/E,8,7.75,7.75,5,2,N/E,4
24/04/2013,3.788752,3.763123,3.830407,3.93242,6.25,5,N/E,8,7.75,7.75,5,2,N/E,4
25/04/2013,3.901863,3.765499,3.819636,3.91046,6.25,5,N/E,8,7.75,7.75,5,2,N/E,4
26/04/2013,3.901382,3.795679,3.839978,3.942318,6.25,5,N/E,8,7.75,7.75,5,2,N/E,4
29/04/2013,3.779449,3.763943,3.828375,3.941019,6.25,5,N/E,8,7.75,7.75,5,2,N/E,4
30/04/2013,3.839325,3.722817,3.776146,3.811697,6.25,5,N/E,8,7.75,7.75,5,2,N/E,4
02/05/2013,3.831369,3.714545,3.770539,3.789472,6.25,5,N/E,8,7.75,7.75,5,2,N/E,4
03/05/2013,3.830976,3.71417,3.822069,3.821404,6.25,5,N/E,8,7.75,7.75,5,2,N/E,4
06/05/2013,3.900064,3.733397,3.841619,3.820195,6.25,5,N/E,8,7.75,7.75,5,2,N/E,4
07/05/2013,3.728915,3.743184,3.830826,3.819792,6.25,5,N/E,8,7.75,7.75,5,2,N/E,4
08/05/2013,3.728421,3.732604,3.788915,3.776316,6.25,5,N/E,8,7.75,7.75,5,2,N/E,4
09/05/2013,3.670492,3.683994,3.684838,3.700641,6.25,5,N/E,8,7.75,7.75,5,2,N/E,4
10/05/2013,3.670074,3.673428,3.694826,3.721757,6.25,5,N/E,8,7.75,7.75,5,2,N/E,4
13/05/2013,3.6991,3.682469,3.693688,3.699128,6.25,5,N/E,8,7.75,7.75,5,2,N/E,4
14/05/2013,3.71885,3.682087,3.714013,3.741698,6.25,5,N/E,8,7.75,7.75,5,2,N/E,4
15/05/2013,3.839058,3.691919,3.703286,3.752046,6.25,5,N/E,8,7.75,7.75,5,2,N/E,4
16/05/2013,3.851546,3.694191,3.728992,3.740916,6.25,5,N/E,8,7.75,7.75,5,2,N/E,4
17/05/2013,3.941618,3.693798,3.697475,3.740536,6.25,5,N/E,8,7.75,7.75,5,2,N/E,4
20/05/2013,3.950427,3.692662,3.696336,3.739363,6.25,5,N/E,8,7.75,7.75,5,2,N/E,4
21/05/2013,3.819349,3.702451,3.716692,3.738983,6.25,5,N/E,8,7.75,7.75,5,2,N/E,4
22/05/2013,3.839058,3.71226,3.716306,3.738592,6.25,5,N/E,8,7.75,7.75,5,2,N/E,4
23/05/2013,3.841458,3.724743,3.757398,3.856281,6.25,5,N/E,8,7.75,7.75,5,2,N/E,4
24/05/2013,3.790747,3.744732,3.829589,3.984942,6.25,5,N/E,8,7.75,7.75,5,2,N/E,4
27/05/2013,3.739349,3.702855,3.828375,3.983619,6.25,5,N/E,8,7.75,7.75,5,2,N/E,4
28/05/2013,3.73898,3.743184,3.859062,4.004707,6.25,5,N/E,8,7.75,7.75,5,2,N/E,4
29/05/2013,3.899233,3.77334,3.858643,4.036558,6.25,5,N/E,8,7.75,7.75,5,2,N/E,4
30/05/2013,3.952054,3.7859,3.905628,4.046871,6.25,5,N/E,8,7.75,7.75,5,2,N/E,4
31/05/2013,3.951677,3.76511,3.905202,4.014127,6.25,5,N/E,8,7.75,7.75,5,2,N/E,4
